text,sentiment
@united - it is possible to make a ticket change via Twitter? Traveling internationally and can't make calls... Thanks in advance!,neutral
@united give me an email address and I'll send the actually screen shot to you.,neutral
@united haven’t before and haven’t this time &amp; have checked spam/junk mail just in case—nothing,negative
@united call wait times are over 20 minutes and airport wait times are longer,negative
@united thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines,positive
@united I JUST ASKED MY BOYFRIEND TO PROM OVER THE LOUDSPEAKER ON FLIGHT 494 HE SAID YES!!!! BEST DAY EVER!!! THANK U SO MUCH!!!!!!,positive
@united my husband is supposed to fly RDU to IAD then IAD to FRA leaving in 2 hours. You Cancelled Flighted his flight and there's a 1hr wait on phone,negative
@united is probably the least satisfactory airline I've ever been on. Never fails to disappoint.,negative
@united this flight has been amazing. This is the best flight I have ever been on I am not kidding. Service is INCREDIBLE!,positive
@united the upgrade to first class was a nice way to fix your earlier mistake. Thank you!,positive
@united Rhonda C. at Atlanta airport redeemed you guys. She got us straightened out.,positive
@united So what's allowed or what's not allowed to be carried in my checked baggage?,neutral
@united have an employee at the gate 15min before boarding like u expect ur customers to. Be a competent company like ur rivals,negative
@united flight was Cancelled Flightled due to mechanical issues but when I ask for cab fare they say it was weather and can't help me,negative
"@united I haven't booked yet, I'm asking before I book",neutral
"@united Luckily, I had my disinfectant wipes and did your job for you. You're welcome. #badservice",negative
@united You really should clean the food and coffee stains off of the area around the seats when new passengers come aboard. Gross!,negative
@united cldnt be happier w the many plastic wing pins given to me on flight 494. I love them! Amazing staff! So nice http://t.co/CbV7f3KBKx,positive
@united flight just Cancelled Flightled. This is ridiculous,negative
"@united we have developers flying down tmrw morn. w/45 min layover, there is an earlier flight to have 1.5hr layover, can move them up?",neutral
@united thank you for taking care of my mom and reFlight Booking Problems her flight in phl.,positive
"@united can't get anyone to deal with me in person. Cowardly customer service, I can't be looked in the eyes by anyone.",negative
"@united Ill check it out, appreciate the response, regardless.",positive
@united yes 1427 Cancelled Flightled. Moved to 333. I'll figure out car rental changes and such.,negative
@united 1632 was phenomenal frm gate (SEA) to gate (IAD),positive
"@united A3 Gold. So the international baggage limit apply when booked on 1 ticket,even for a domestic leg?  What if I travel with 2 friends?",neutral
@united Worst airline ever?,negative
@united flights taking off from IAD this afternoon?,neutral
"@united I'm glad 1K means something, lol!",neutral
@united I was able to get a seat on earlier flight sfo to ind.  Can you add me to 6pm ord to IND?,neutral
@united customers ✅. Customer service ❌ http://t.co/qP6Aw3nLIP,negative
@united 14 hours after landing in #ATL &amp; I still do not have my bags...which means no clothes or makeup!!! #UnitedAirlines #nothappy,negative
@united what's the hold up with flight 6475 from SLC to DEN??,negative
@united Why do I still not have my bags? They arrived @10AM &amp;website says they're still at the airport..2 1/2 hours Late Flightr???!! #nothappy,negative
@united once again your lack of customer service astounds me! You are the worst airline in the history of airlines! Train your staff!,negative
@united I was just calling the Global Services help desk so via phone.,neutral
"@united on final. Pls don't let my connection leave!!!
Conf# NPBHD0 http://t.co/eWXwXiDTfX",neutral
@united you're good. Thank you!,positive
"@united Wasn't frustrating! Well, not in any way reLate Flightd to y'all, anyway. Impressed that I made it.",positive
@united I got it now. Wouldn't let me log on with my email. Thx. Here's hoping for dtw-ase without issue today,neutral
@united I'm strongly considering taking my business elsewhere. #UnitedAirlines,negative
@United lounge @ #Heathrow Used by @AirNZUSA http://t.co/6hJucP694l,neutral
@united Was just hung up on by customer service after waiting 30 min on hold...guess that vacation's not happening? Website wasn't working.,negative
@united my dad booked through orbitz and due to weather he can't make it to the airport. Can you help him?,neutral
@united #787 to begin Newark-London Heathrow route on May 6 @PANYNJ @BoeingAirplanes @FroschTravel http://t.co/RdJ1MwFLg1,neutral
@united Hi have a question re future Flight Booking Problems. DUB-JAC 29/9 JAC-LAX 8/10 LAX-DUB 13/10. I'm *G. What is checked bag allowance for JAC-LAX?,neutral
@united 757 N33103 taxies @bhx_official departing as UA26 to Newark Liberty Airport http://t.co/IALiCEH2FT,neutral
@united your plane's been waiting at the Gate for two hours with all passengers onboard in their cramped seats. Yuck.,negative
"@united 
Flight UA1665 got delayed 2 hours due to a mechanical issue...could use a free drink or 3 to make up for this inconvenience",negative
@united will the kudos to capt. Herman be relayed to his chief pilot or should I be emailing someone?,positive
@united First Officer of UA 1514 checking our 757 prior to departure from EWR yesterday while on his cell. Safety ??? http://t.co/1TFH2v0a7z,neutral
@united never fails to have delayed flights 😡,negative
@united is #ELP Friendly. #flyerfriendly #united #emb145 #elpaso http://t.co/9mEOzBO4xl,positive
@united provide a voucher for one of my customers and I will tweet about you all day long #earnedmybusiness,positive
@united service by staff was great as usual. Cleanliness and smells a bit much. I'll be back. #satisfied traveler,positive
@united now arrives LAX @ 8:03 am,neutral
"@united's first flight (4651, to #IAH) from #IAD is delayed...because no one hooked up ground power to the plane. Get it together, folks.",negative
@united we are trying to go as far away from King'sCollegeLondon as possible for #charity today. Would you help us ? #jailbreak #RAG,neutral
@united  thank you for a great flight in gfc :) Cheers http://t.co/nvLnGLnMGN,positive
@united They held the plane! Made it!!,positive
@united - you delayed our departure by 2 hrs to wait for passengers from another flight that was Late Flight! Unacceptable!!,negative
"@united ok, have sent u info via DM. I appreciate your help and consideration. 😊",positive
@united nice and early back home! http://t.co/geG4nghmIE,positive
@united - after having to now TAG MY OWN bags at the airport I was hoping they would actually arrive WITH me - here's hoping they arrive,negative
@united I'll make sure he's done that. Thanks for the help. This is a huge race for him and just trying to make sure it goes smoothly. Peace,positive
"@united If you'd love to see more girls be inspired about becoming pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",neutral
"@united funny, both my flights yesterday were delayed because of mechanical issues. Rotten luck to get 2 planes in a row with ""issues""...",negative
.@united This flight attendant was extremely helpful to a woman who had a hard time walking. Very touching!,positive
@united no I did not make connection.  Your stellar employee Vicky Thomas refused to board me even though 23 empty seats on plane,negative
"@united I have a voucher that expires next week, can I get an extension on it before it expires?",neutral
"@united Brian at SFO customer service deserves a raise, gave me extra meal voucher and a good joke to cheer me up after flight delay. #FTW",positive
@united Thank you! Have a nice evening.,positive
@united awesome thank you very much for the help,positive
"@united not even mentioning how rude the customer service was to us. As a business owner, I'd be mortified if my employees acted as yours",negative
@united kept me watching the safety video for the first time in forever. Nice job 👍.,positive
@United thanks to Lea in the Chicago office for her help in switching our Cancelled Flighted flights!!,positive
"@united assistance with what, the attitude of your staff no matter which airport we are at?",negative
@united Thank you so much for your help with my birthday trip! Tickets are confirmed! :-),positive
"@united airlines.
On flight UA 1669.
Need to make UA 3781.
Can u hold the plane for us?",neutral
@united Will the airline refuse my Canadian passport with less than 6 months remaining validity? Going to US.,neutral
@United #767 taxing in at #ORD @fly2ohare @AirlineGeeks #avgeek http://t.co/uPocMmuLUN,neutral
@united Looking forward to flying with you guys as well !!,positive
@united how is it that my flight #3367 can arrive early and be delayed due to no gate being available. We are now 20 min Late Flight on tarmac,negative
@united Bag was finally delivered and intact. Thanks for your assistance.,positive
"@united passengers seated, crew ready #WheresThePilot? Flt1088 from ORD. Hope he isn't at the bar.",negative
@united - we're sitting in UA1088 getting delayed because the operations can't find captain. #ridiculous #united,negative
@united. You guys made my day. Treated me well. Thank you!!!,positive
@united Stuck in Houston because you can't seem to get a plane to the destination on time in perfect flying conditions.,negative
"@united thank you! Good service, safe flight... 1/2 way home!",positive
@united you guys suck!,negative
"@united Both flights went great and improved my view of your airline, cheers! Flight attendents on UA1022 deserve a raise",positive
"@united again HORRIBLE service, again attitude when asked for information, again you make me not want to fly UNITED ever. #platinummember",negative
@united I have a question about my interview process I had only one interview but was the last person is that good or bad,neutral
@united thank you for 7 hrs at terminal D in Dulles airport http://t.co/IG2dgctt2M,negative
@united it's done.  If you do something to make up for it I'll tweet that too.,neutral
@united she's the type of person that can make a customers day! I fly 100+ times a year &amp; she's one of the top flight attendants I've had!,positive
@united Terminal 1 gate B3. Flt 1299. Then take her to Terminal 5. Gate M13. Swiss Air LX009,neutral
@united any chance you'll ever do CPUs on your JFK-LAX like @AmericanAir?,neutral
"@united not the case. Now delayed due to ""mechanical issues with no update on departure time"". Just Cancelled Flight the goddamn flight so I go delta",negative
@United What idiot designed your seats? Armrest TV remote &amp; resting elbows don't mix. Seatmate keeps changing channels &amp; blasting volume.,negative
@united thank you for the reply.  I will fill out the form and submit it as requested.  Good to know you're paying attention!,positive
@united Gate Agent Alavera is amazing,positive
@united wins top marks for customer service via Twitter. They turned a poor experience into a positive. Many thanks for the effort! 👍,positive
@united I just had an interview how long does it take before you hear back,neutral
@united free booze for the Bach party would make it better!  ORD--&gt;MSY #Delayed #Again   We will enjoy either way.  Thanks!,positive
"@united (2/2) I have their name (boarding pass was in there, too).  I think they might really need this. Any ideas?",neutral
@united - sitting in seat 10D on a flight back from Vegas to Chicago.  Someone left a folder that looks important in the seat pocket. (1/2),neutral
@united all good man it isn't your fault that plane is having maintenance issues,positive
@united as a million mile flier I'm embarrassed to ask how long ago his launched?,neutral
"@united don't need your apologies, need my bag. Took 56 minutes from landing to get it. Unacceptable.",negative
@united so we fly into SFO and Honululu gets pushed back 3.5 hours and now it looks like more delays.  I beg of you plz sort this out soon!,negative
@united : thanks! i will catch my conection! :),positive
@united or frontier ... http://t.co/n8WiNFu6C5,neutral
@united Thank you. Any help is appreciated.,positive
"@united FYI, went through this on similar flight last week.",neutral
@united assume those benefits only apply to my own reservation. Any way my partner (on diff res) can use them? Can we combine res?,neutral
@united or us air: http://t.co/Eis9hcNPrO,neutral
@united thanks for moving my dad on to my my mom's flight. You helped make his birthday start with #FriendlyFriday Awesomeness! 4 paws up!,positive
"@united if I had a ticket refunded which I purchased, for my brother to fly...could I then used the refunded credit for me to fly? Respond",neutral
"@united Thank U for the 1hr delay then boarding us onto a plane that reeks of vomit, flight attendant indicated it wasn't cleaned properly.",negative
@united need to add service dog to my itinerary for tomorrow,neutral
@united DM ed u the request num,neutral
"@united I requested an online refund option they denied saying the ticket was used, hope they understand the problem from your approach",negative
"@united bagage which i take to in the cabin i dont need to check-in,correct?",neutral
@united exactly,neutral
@united thank you thank you thank you for contacting me. Thank you for the offer of a $1000 travel certificate #unitedairlines,positive
"@united Hi, we are flying into IAD tomorrow evening. Do you expect delays or Cancelled Flightlations with the snow storm?",neutral
@united sent a DM just now. Thanks I am incredibly happy the fast response I got via Twitter than via customer care. Thank you,positive
@united perfect! That works! Thank you!,positive
@united Followback so I can DM plz,neutral
@united mechanical issue. Looks like they got it fixed! Thanks for your concern.,positive
@united Looks like they came through. Thanks again for the help.,positive
@united anything yet JJ?,neutral
@united since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.,positive
@united Are the current on board food menus available anywhere online?,neutral
"Can I put sun in my carry on? RT “@united: @ant_kneee Right now 0 would be a heat wave, so enjoy the warmth! Can you bring some home? ^JJ”",neutral
@united thanks for prompt response.  Another hour to enjoy vacation! Perhaps a bug in the app as it still shows 2:55.,positive
@united thanks for more timely updates.,positive
@united I'm familiar with the procedure. It wouldn't be the first time #UnitedAirlines lost one of my bags. #unhappytraveler,negative
@united Baggage check in and in flight crew the friendliest ever Flight#417 ogg to Lax !!!,positive
@united Thank you for your offer! All sorted out :-),positive
@united workin on it. Waiting on him to reply.,neutral
@united I think this is the best first class I have ever gotten!!  Denver to LAX and it's wonderful!!!,positive
@united of course not. The inflight crew was great!,positive
@united The pilot of UA475 just landed this plane like he was gently placing us into a pile of whipped cream. Smoothest landing ever.,positive
@united I'm in another country - please Cancelled Flight my reservation. I've booked through Swiss air,neutral
@united DM sent.,neutral
"@united boarded 6373 on time, deplaned, and now 100 minutes delay. No transparency during. Can't wait to give up my gold status for AA.",negative
"@united Once again I am victim to the scam that is your SHIT Customer Service, this time the agent hung up on me WTF do you teach your staff",negative
@united that may be true however after 4 weeks matter is still unresolved and I can not get through to a supervisor or manager to help,negative
@united obviously no one knows a darn thing around here.  What are we to do if this does not get resolved? http://t.co/Ph8QJzaPKx,negative
"@united so going forward, I shouldn't be Flight Booking Problems Star Alliance flights through the United App?",neutral
@united DM sent.  This lack if customer service is getting ridiculous.,negative
@united delayed going home AGAIN. Getting really tired of delays.,negative
@united a big thanks to ^MN and ^KN or patiently clarifying the United domestic world to me.,positive
@united I was not looking for the fare to be returned on the companion flight.  don't understand why an additional $200 fee was necessary.,negative
@united 129 thousand fans of @JedediahBila are asking you to give her your utmost effort to get her a safe flight with her baggage soon!,neutral
@united please arrange someone at the arriving gate of flight 5957 to Chicago for either a refund or first class upgrade,neutral
@united thnx!,positive
@united that link is not helpful as it does not put me In touch with management,negative
"@united as u might imagine, this former pilot was particularly touched by the gesture. Please let the FO know #keepingtraditionsalive",positive
@united now 1558 from IAH to EWR has broken entertainment system and no WiFi despite info on app: http://t.co/FY6f9rZB9k,negative
@united done,neutral
@united good fly!! #United #businessFirst,positive
@united Thanks! Just DMed HN.,positive
@united gives Belfast a #Hug with the new unmissable #BusHug format #impact #busads #thinkbus @BelfastAirport http://t.co/AvbdstJUJS,neutral
"@united @Adam_Karren @zj76 how did you save the $200 on checked snowboard? Trying to check in this morning, website wants $200! (prem.gold)",neutral
@united enjoyed #heathrow lounge so much i almost missed my @airnzusa flight!,positive
@united Who can I contact about requesting a charity donation? #ThankYou,neutral
@united what's the point of offering a free checked bag of you lose it?,negative
@united Please send me the link/email to formally compliment Irene in SLC on some of the best customer service ever. #PaxEx,positive
@united thnx ^LO :-),positive
"@united flight from vegas to houston Cancelled Flighted this morning ""due to operation"" what does this mean!???? Thank god I woke up early today!",negative
@united education of that staff is needed - he also turned away other first class cabin passengers with mileage plus.,negative
@united in spite of flight delay great customer service provided by Janet and baggage employee Karen. You have 2 wonderful employees United.,positive
@united I really have a hard time believing that 4 planes in this terminal are all delayed for mechanical issues. #whatgives #dullessucks,negative
@United to start 3xdaily @EmbraerSA #ERJ145 flights from #Chicago @fly2ohare to #Evansville on 4JUN #avgeek,neutral
@united [checked in + boardingpass w/no checkin bagage] guess i'm all set. :-),neutral
@united Flight 6212...massive fail! They delaying to transport a crew member causing many to miss connections! Unreal!,negative
@united I had the worst customer experience at Houston intl airport... Your ground support even for @staralliance members is a nightmare,negative
@united awesome new plane flight 1701,positive
@united #flightdelay on an early craft arrival because pilot is stuck in traffic #fail #nocustomerservice #nocompensation,negative
"@united  oh united, how much I despise thee!",negative
"@united flt 912. Capt Herman is amazing! Came out before flight to play ""ask the captain anything."" Wonderful ambassador to the airline!!",positive
@united  Thank you for a wonderful global first class flight on your 777 to FRA. Great service. (cont) http://t.co/46n9kDcsxU,positive
"@united got it, look forward to hearing from you soon",neutral
"Thank you United! “@united: @dan_roam That's a beautiful place to stay a day longer. Have you been re-booked? If not, let me know. ^MN”",positive
@united accordingly? U dont respond at all,negative
"@united still awaiting a reply from ur customer services?  18 days, no response? Lousy #unitedairlines",negative
@united alright thank you. Much appreciated.,positive
@united Any chance you are allowing reFlight Booking Problems yet for travel out of Denver this weekend due to impending storm?,neutral
"@united Thanks Yup I'm all set.  It happens.   SLC ground staff were prompt,  helpful and courteous.",positive
@united thank you so much. How will you be able to contact me?,positive
"@united i got it at the gate, thanks for checking!",positive
@united round trip*,neutral
"@united please do! She went above and beyond what she had to do, she made us her number one priority!",positive
@united you guys are awesome! Thanks!,positive
@united Anna Palm Springs gate 19  deserves a medal! Handled 30 ppl missing flights like a pro!,positive
@united I would appreciate an answer on why we weren't alerted flight had been Cancelled Flighted until plane landed.  #showsomerespect,negative
@united WTF!?!? Delay after delay. 15 hours YVR to SAN? Unacceptable. Flight Crew Availability is to blame? NEVER AGAIN with @united,negative
@united  Great customer service again. Thanks!,positive
"@united Also, a United phone representative just asked me for my web password. Is that normal?",neutral
“@united: @BattierCCIpuppy We hope to see you on board soon and thanks for the tweet. ^EY” 👏👏,positive
"@united just curious, when are you going to to finally learn #customerservice ?",negative
@united (2/2) pay in person at Portland airport. I will be flying from Perth. This has been done by US Air.,neutral
@united it wasn't a delay so much as a straight Cancelled Flightlation. Weather wasn't an issue either.,negative
@united thanks for ruining my wedding anniversary. Flight UA4904 from EWR to RDU is delayed by over 3 hours and will reach home the nxt day,negative
@united Cancelled Flightled my flight for some unknown reason and haven't really given me anything to make my overnight layover tolerable,negative
"@united thanks, keep up the good work",positive
@united  4 reFlight Booking Problemss in last 2 days and each time united wait time was &lt;5 seconds! Kudos to you for excellent customer service!,positive
@united what do you have in mind?,neutral
"@united can someone at the airport in Portland, OR buy a ticket to be picked up and used 2days Late Flightr by other from Perth, AUSTRALIA? Thanks",neutral
@united What happens on 9:11 a.m. of 9/11 2spooky 4me m8 such spook much scare,neutral
@united I missed it. Set up in a hotel. Flights delayed in SFO for 6+ hours. Missing all the wedding festivities of my friend. 😞,negative
@united sent you my confirmation via DM. Thank you very much,positive
@united just got my lost Kindle in the mail! Thanks again.,positive
@united is z and d code airfare refundable?,neutral
@united Want to book a multi-city fare. Have miles for 1of 2 flights. An option to pay for 1st flight with miles +2nd with UMP Visa? Thanks!,neutral
@united too big to properly manage flight times. There is such a thing as being on time. Or at least prepared with a gate when we land!,negative
@united Leaving soon. Thanks!,positive
@united Cancelled Flighted my mileage plus award reservation G6455C same day. Have yet to see my miles back despite agent confirmation.,negative
@united my partner and I booked individual reservations for same flight. I have Pr. Silver -- can he share my premier privileges somehow?,neutral
"@united Doumented via link. However, now that it has been over four months with no response, what do you suggest? Or shall I not expect one?",negative
@united sent DM's,neutral
@united just changed again.  This is crazy! #YourAgentsHaveNoClue http://t.co/A37N3oHOKL,negative
@united - blamed weather lol 78 no wind and not a cloud in the sky!! Delayed both ways 4x!! RU kidding me to charge me for 1.5lb w/8 delays?,negative
@United line up @iah #IAH @AirlineGeeks #avgeek http://t.co/dJHXvJT201,neutral
@united look at the Twitter history - as usual service non existent,negative
"@united How is this considered ""on time"" if it's arriving at destination half hour Late Flightr than scheduled? http://t.co/YMFTw1uyHr",negative
"@united thanks for trying to take my money without notice. In any other industry, you Cancelled Flight a service, a refund is issued. Cont…",negative
@united yet again you disappoint. Sitting at IAD for UA3728 for 3.5hrs and you can't seem to know why the plane hasn't left Albany. #Fail,negative
"@united What happened this afternoon? Huge amt of incoming planes to SFO delayed over 1-2 hours.
Frustrating!",negative
"@united I'll stick with my United flight. Thanks, though. Effort is much appreciated.",positive
@united you had us REBOARD without the captain.  So now we'll be sitting in here for another 20+ min? http://t.co/EEReKDf9Fq,negative
@united @annricord Great! Appreciate it😊,positive
"@united I was well taken care of, thanks. I've already been sent a survey request &amp; I'll share my positive experience (despite delay)",positive
@united thanks! Everything a-ok now.,positive
@united DM sent. Thanks so much for the strong customer service!!,positive
@united So excited I was put on an earlier flight to get home! Woo Hoo! #travel 🎉🎉🎉,positive
@united perfect! Thank you!,positive
@united  I'm on standby for my connecting flight. 1st on the list.  NudgeNudge I'm told there are four slots open. Save it for me.  Please.,neutral
@united Just got interrogated at the United Club Chicago. #UnitedAirlines #rude #PoorForm,neutral
@united can I access Frankfurt arrival lounge when I'm flying global first class?,neutral
@united has the best pilots ever Thank you guys for the great trip #thatisall,positive
@united @NTrustOpen can i go  #GolfUnited,neutral
@united i would like to know if its possiable to checkin online or must it be done at Schiphol?,neutral
@united What delivery service do you use? I'd like to call them myself.,neutral
"@united @perfectomobile I have to admit that not only the app is good but have lots of useful func (such the ""live"" seat map). Congrats",positive
@united kind of cool to run into your boss man at SFO. http://t.co/bm9O2K5X5J,positive
@united Got a call. Bag is to be delivered tonight. Thanks for your reply!!,positive
@United Global First Class Lounge ORD menu. Yummy! http://t.co/egKvFoKogj,positive
@united pleasantly surprised with quality of service and flight.Flew LGA-CLE-DEN. Friendly crew. Love the concept of #byod #worksnicely,positive
@united 1k use to be special.  80 people in group one.   Why not board global AND 1k together? http://t.co/qd2lyUXAZg,negative
@united I work in customer support- extremely saddened United won't waive change fee for flights I had to Cancelled Flight due to east coast storms.,negative
@united ANOTHER F*CKING DELAY IN THE PAST 32 HOURS!?,negative
@united online inchecking able in the Netherlands (ams)?,neutral
@united Hi if a premium ec upgrade was paid for &amp; then a mileage BF upgrade done is the prem Eco upgrade fare refunded?,neutral
"@United, #deaffriendly? Getting there. Read your review on http://t.co/2Brt0aTHaU: http://t.co/WzNp5q1M0H",neutral
@united we followed the baggage rules on your website and was still charges $150. But only going one way,negative
@united DM the conf # to you - did you receive it?,neutral
@united still waiting for a response on whether or not you allow use of a rear facing car seat on an ERJ145.,neutral
@united Case ID 8544484,negative
"@united no, I have a pricey Chase Mileage Plus CC.",neutral
@United  great way to start my vacation with an on time departure! Looking forward to my global first class suite!,positive
"@united I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",neutral
@united Contacted yesterday and was told that there's nothing they can do - they suggested I email for some compensation ??? cust service???,negative
@united I'm a UA 1k. I think it's @iamtedking who was looking for help,neutral
@united  RES # 0167560070877     Fsqthg   Thanks,neutral
@united flt 1583 EWR to SFO excellent service. Friendly flight attendants. made the 6AM flight a very good start to the day.,positive
@united Yes ! :D (Y) From @therealaviation on Instagram :),positive
@united airlines delayed our flight on the way to Chicago and leaving Chicago. Next time @Delta it is.,negative
@united They inquire and then do nothing about it...pretend they’re interested. Responded to your DM and no response back...,negative
"@united need assistance to change flight to get to an ailing parent..
have flight leaving Tuesday need to change ASAP to sooner #custserv",neutral
@united I must stop my relationship with you. You've become greedy and heartless and our long term relationship is over,negative
@united your customer service is lacking and you owe me a @GoPro camera. I also appreciate not being interrupted every time I speak Thanks,negative
@united whom can I call to discuss - as I was told that united has no phone contact with passengers  - this is absurd...,negative
@united There is only one club at LAX  - in terminal 7 across from gate 71,neutral
"@united  Need to change flight from this Tuesday to sooner to attend to ailing parent in FL, Need help!! #custserv",neutral
@united I have already emailed but I didn't know if it was more expedient to contact you here. Please advise. Thanks.,neutral
@united yes when I landed.,neutral
@united Joni did a great job on flight 5653 to LAX. Thanks for a great flight.,positive
@united So far so good. Just stepped down in Denver. Next Stop Portland!,positive
@united what a joke. Hang up on customers!!,negative
@united Over charged me one way for baggage.find out others leaving Pittsburgh with same equipment weren't charged Just hung up on me!!,negative
@united #OrthoDoc on-call to in-flight! Glad to have been of service!,positive
"@united So publicly you asked for details on my flt. Sent you a DM, like you asked, and have yet (2 days) to hear from you. #unitedfail",negative
@united @iamtedking http://t.co/UCZzP9YpHk click lounges tab. Need to be flying on supported S/A airline,neutral
@united I just want shout out a thank the pilots and staff on the Feb 13 flight from Newark to Boston at 4:40pm.  They were super helpful!,positive
"@united is hiring - Flight Dispatcher - Chicago, IL (Network Operations Centerl) https://t.co/lio6oCpTEQ",neutral
@united have all 747-400s been updated with power outlets and seat-back TVs yet? Flying ORD to Tokyo-Narita on the 28th,neutral
"@united You need to change the way customer service is handled! I have been waiting for a supervisor to contact me for 17 days, what gives?",negative
@united any news?,neutral
"@united THIS IS THE  YEAR FOR VAN GOGH FANS TO VISIT EUROPE
http://t.co/e1EOfthgAJ",neutral
@united - That time when I spent a night trying to sleep in a toddler bed at the airport Ramada without my luggage you kidnapped #furious,negative
@united Trying to locate passenger that landed 2 hrs ago in @HeathrowAirport UA938. can you assist? Is flight still in customs? PLEASE help,neutral
@united Thank you! Off to LA to do something very special.,positive
@united for a fee...,neutral
@united any updates with the DOT looking at the united fares from London to the US from last week?,neutral
@united Thank you!! 😊,positive
@united thanks for the quick reply! I just fill in the form #idnumber8569822 #hopetogetanswersoon,positive
@united that's fine. I'll take them.,positive
@united I have.,neutral
@united thank you! My second flight I already got bumped up to 1st! Love it!,positive
"@united all goods, I'll call tomorrow, thanks.",positive
@united next day,neutral
@united ok. Can I DM you the info?,neutral
@united ^GJ I do believe that this is hands down the worst service I've EVER experienced. Makes @comcast look amazing. #UnitedAirlines,negative
@united please give special thanks to Aaron in Tampa office for helping me for literally two hours! He's amazing. Mission accomplished!,positive
@united followed &amp; DM'd.,neutral
@united flight...gotta make this connector,neutral
@united - ok noted. All details will be DM'ed to you shortly.,neutral
"@united UA5029 from RIC, UA507 from ORD, &amp; UA423 from DEN -ALL DELAYED for non-weather issues. Way to go, youre batting 1.000! But no hotels",negative
@united Want to make my day? :) Friend is Premier &amp; I should be soon. Any chance you can upgrade our two 10 hr leg of flights to ecom plus?,neutral
@united ok thanks! Where are you counters located? And how Late Flight are they open?,neutral
@united well the income flight to dca to take us to ewr was delayed and it made us miss our connection to FLL so yes hotels were necessary,negative
@united &amp; I've been hung up on twice by your staff. So upset right now,negative
@united DCA-EWR Flight #4372,neutral
@united this is despicable I spoke to  many diff people &amp; everyone is telling me something different I have a claim no. I need my bag now,negative
@united I have flights that don't appear to have been applied to my MileagePlus account. Can you help?,neutral
"@united @VUSA_Australia I'm just an Aussie cowgirl lookin' for my cowboy. Take me to Fort Worth, Estelle says I'll find him there!",neutral
"@united Okay, thank you for your help :)",positive
@united this is not what captain said! Your 820pm flight to San Francisco is delayed due to weather. UA1416 now departs ....#failagain,negative
"@united okay - thanks for your help, JT! I appreciate your time!",positive
@united negative. Done wasting time with amateurs at customer service. Thanks for at least offering.,negative
"@united @staralliance was there few weeks ago AWESOME,bright vibrant, and NO habitrails",positive
"@united no worries - after everyone boarded, the cushions were brought in. Took a while, but they made it here.",positive
@united hey! think someone could meet me with my book when I arrive at @loganairports at 10:30? It's yes please #amypoehler. Oscar took it.,neutral
"@united Very good flight, thank you!",positive
"@united yes #LHRT2 lounge is fantastic, if only the US ones could be remotely similar!",positive
@united i now see it's 72 hours. Thanks,neutral
"@united Thanks, I will!",positive
@united is officially my favorite airline. They have created magic for me all day!!! #friendlyskies #careyon,positive
"@united we had a wonderful flight attendant named Leah that was with us from lga to den, then den to anchorage!",positive
@united I was protected on that flight by gate agent Kerry at LAS. She also did an excellent job getting me to my destination today. Thanks!,positive
@united I mean is there a real live person somewhere I can go and speak to at Newark post security?,negative
@united hi! I just bought a flight with united through ebokeers from Paris to Miami. Do I have any chance to check that everything is ok?,neutral
@united ^JT is the ORD to PHL flight at 9:15 PM (CDT) delayed? DM I'm kinda hoping not to be stranded at ORD either.,neutral
@united Hi guys. I submitted a request for ticket/hotel reimbursement for a delayed/over night stay coming back from the Dominican. Help?,neutral
@united hello. I'm overseas &amp; my bag is lost. I can't call customer service but can you help me?,negative
"@united 
I will admit, you've been rather good to me over the years.
You've still got me hooked.
(for now!)
Peace.",positive
"@united thanks for the re-upgrade to 1st class. It may be a 45 min flight, but it is appreciated.",positive
"@united Alright, thank you. Is there a page that says the routes you have for each aircraft? Specifically the 787.",neutral
@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?,neutral
@united PTY to PIT via IAH,neutral
@united Is it possible to redeem miles for one part of a round trip itinerary without having to book two separate reservations?,neutral
"@united thanks. Weather is understandable, but when every single domestic flight is delayed because of inbound int'l flights, it's crazy",negative
"@united hey awesome!  Thanks for the reply, will be filling the form out! @AmericanAir",positive
@united Tks for reply. PSP employees blamed Late Flight departure on POTUS when main reasons were DVR flt Late Flight &amp; insufficient ground crew to handle,negative
"@united's in-flight promo on their TV's includes Brian Williams. Tough to edit that quickly. Not a complaint, just an observation.",neutral
@united I was patient when they refused to switch my flight Bc of my checked bag then Cancelled Flightled the one I was on,negative
"@united   sent DM last week, re: suit regarding your error. No response was given. Please Answer DM or tell me who to send suit to....",negative
@united How many 787s do you currently operate and what other aircraft do you operate?,neutral
"@united #vegan meals can be more creative than noodles, peas, and zukes. Non-vegan yogurt is not acceptable for a vegan. Can you do better?",negative
"@united well, thanks for not charging me for switching my two Cancelled Flightled flights anyway. That was pretty nice. #stillmakingmepoorthough",positive
@united well it IS John Hughes' birthday. But I will stick w the plane &amp; hold off on trains &amp; automobiles. Gate workers are doing well.,positive
@united thank you! Love united!! Have 4 flights today!,positive
